src_ip,src_port,dst_ip,dst_port,proto,pktTotalCount,octetTotalCount,min_ps,max_ps,avg_ps,std_dev_ps,flowStart,flowEnd,flowDuration,min_piat,max_piat,avg_piat,std_dev_piat,f_pktTotalCount,f_octetTotalCount,f_min_ps,f_max_ps,f_avg_ps,f_std_dev_ps,f_flowStart,f_flowEnd,f_flowDuration,f_min_piat,f_max_piat,f_avg_piat,f_std_dev_piat,b_pktTotalCount,b_octetTotalCount,b_min_ps,b_max_ps,b_avg_ps,b_std_dev_ps,b_flowStart,b_flowEnd,b_flowDuration,b_min_piat,b_max_piat,b_avg_piat,b_std_dev_piat
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.22.223.115,50024,192.168.1.5,52732,17,52,4224,80,88,81.23076923,2.886409698,1669046143,1669046186,43.00789285,0.012485027,1.034981966,0.843292017,0.298294013,44,3520,80,80,80,0,1669046143,1669046186,43.00789285,0.961468935,1.034981966,1.000183555,0.009237218,8,704,88,88,88,0,1669046148,1669046184,35.32618117,3.928225994,6.127389908,5.04659731,0.752810292
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.175.191.203,443,192.168.1.5,51399,6,12,506,40,52,42.16666667,4.412734098,1669046144,1669046205,61.4399271,5.60E-05,20.46943903,5.585447918,7.528662476,6,264,40,52,44,5.656854249,1669046144,1669046205,61.43987107,2.800925016,20.46953583,12.28797421,6.577700697,6,242,40,41,40.33333333,0.471404521,1669046144,1669046205,61.43969417,2.876721144,20.46955514,12.28793883,6.528867423
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52249,2800:3f0:4005:401::2004,443,6,14,1496,20,676,106.8571429,181.5622117,1669046144,1669046189,44.75235987,0,44.31109095,3.442489221,11.7978223,6,559,20,380,93.16666667,129.4364924,1669046144,1669046189,44.6540339,0.00352788,44.40780497,8.93080678,17.73858101,8,937,20,676,117.125,211.8421803,1669046144,1669046189,44.65564585,0,44.40629792,6.379377978,15.52452118
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52532,2800:3f0:4005:404::200e,443,6,4,106,21,32,26.5,5.5,1669046144,1669046190,45.18650293,0.086766005,45.00591397,15.06216764,21.17342628,2,42,21,21,21,0,1669046144,1669046189,45.09973693,45.09973693,45.09973693,45.09973693,0,2,64,32,32,32,0,1669046144,1669046190,45.09267998,45.09267998,45.09267998,45.09267998,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52299,2800:3f0:4005:40a::200e,443,6,4,106,21,32,26.5,5.5,1669046145,1669046190,45.19302988,0.092474937,45.00647211,15.06434329,21.17228234,2,42,21,21,21,0,1669046145,1669046190,45.10055494,45.10055494,45.10055494,45.10055494,0,2,64,32,32,32,0,1669046145,1669046190,45.09894705,45.09894705,45.09894705,45.09894705,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52581,2406:da00:ff00::22c0:3470,443,6,39,8119,20,1440,208.1794872,379.6208548,1669046145,1669046147,2.850143909,0,1.629412889,0.075003787,0.271966055,19,2080,20,543,109.4736842,154.9378036,1669046145,1669046147,2.849516869,3.39E-05,1.629412889,0.158306493,0.379034663,20,6039,20,1440,301.95,490.0656563,1669046145,1669046147,2.774363995,0,1.789973974,0.146019158,0.412659021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,59384,2800:5f0:1000:10::2,53,17,2,189,56,133,94.5,38.5,1669046145,1669046145,0.006288052,0.006288052,0.006288052,0.006288052,0,1,56,56,56,56,0,1669046145,1669046145,0,0,0,0,0,1,133,133,133,133,0,1669046145,1669046145,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.1.5,52582,151.101.1.195,443,6,21,10256,40,1492,488.3809524,597.6585644,1669046145,1669046145,0.409847975,0,0.128391981,0.020492399,0.032888046,8,1717,40,828,214.625,285.2248839,1669046145,1669046145,0.409847975,0.003653049,0.177037001,0.058549711,0.052337101,13,8539,40,1492,656.8461538,672.64116,1669046145,1669046145,0.352843046,0,0.128391981,0.029403587,0.039168531
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52497,2620:1ec:a92::175,443,6,4,106,21,32,26.5,5.5,1669046145,1669046190,45.11993289,0.047292948,45.00853109,15.03997763,21.19096849,2,42,21,21,21,0,1669046145,1669046190,45.07263994,45.07263994,45.07263994,45.07263994,0,2,64,32,32,32,0,1669046145,1669046190,45.05582404,45.05582404,45.05582404,45.05582404,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,58386,2800:5f0:1000:10::2,53,17,2,291,49,242,145.5,96.5,1669046145,1669046145,0.00548315,0.00548315,0.00548315,0.00548315,0,1,49,49,49,49,0,1669046145,1669046145,0,0,0,0,0,1,242,242,242,242,0,1669046145,1669046145,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,64252,2800:5f0:1000:10::2,53,17,2,247,49,198,123.5,74.5,1669046145,1669046145,0.005277872,0.005277872,0.005277872,0.005277872,0,1,49,49,49,49,0,1669046145,1669046145,0,0,0,0,0,1,198,198,198,198,0,1669046145,1669046145,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.1.5,52583,44.211.12.112,443,6,22,10050,40,1492,456.8181818,551.4945509,1669046145,1669046156,10.41073799,0,9.998706818,0.495749428,2.12517831,9,1937,40,670,215.2222222,249.4873757,1669046145,1669046156,10.41073799,0.004981041,9.998886824,1.301342249,3.287519846,13,8113,40,1492,624.0769231,635.0059311,1669046146,1669046156,10.32809711,0,9.998835802,0.860674759,2.755504611
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.1.4,5353,224.0.0.251,5353,17,4,356,89,89,89,0,1669046146,1669046206,60.00376296,19.9969759,20.00439811,20.00125432,0.003134522,4,356,89,89,89,0,1669046146,1669046206,60.00376296,19.9969759,20.00439811,20.00125432,0.003134522,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52487,2800:3f0:4005:401::2004,443,6,14,1318,20,672,94.14285714,166.8895516,1669046146,1669046191,45.43155694,1.91E-06,45.00353193,3.494735149,11.98262782,6,385,20,206,64.16666667,65.74551104,1669046146,1669046191,45.34623694,0.002038002,45.09503508,9.069247389,18.01297544,8,933,20,672,116.625,210.5231208,1669046146,1669046191,45.34770489,1.91E-06,45.08885193,6.478243555,15.76282125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,53696,2800:5f0:1000:10::2,53,17,2,218,45,173,109,64,1669046146,1669046146,0.026134968,0.026134968,0.026134968,0.026134968,0,1,45,45,45,45,0,1669046146,1669046146,0,0,0,0,0,1,173,173,173,173,0,1669046146,1669046146,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,57955,2800:5f0:1000:10::2,53,17,2,168,45,123,84,39,1669046146,1669046146,0.02603507,0.02603507,0.02603507,0.02603507,0,1,45,45,45,45,0,1669046146,1669046146,0,0,0,0,0,1,123,123,123,123,0,1669046146,1669046146,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.1.5,52584,54.86.105.5,443,6,23,11365,40,1492,494.1304348,585.2229084,1669046146,1669046156,10.418046,0,9.994632959,0.473547545,2.077951716,9,2007,40,746,223,265.1414717,1669046146,1669046156,10.418046,0.003803968,9.994884014,1.30225575,3.285681749,14,9358,40,1492,668.4285714,663.1931107,1669046146,1669046156,10.34549999,0,9.994829893,0.795807692,2.65582644
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.175.191.203,443,192.168.1.5,52385,6,10,444,40,71,44.4,9.551963149,1669046146,1669046183,37.10798693,4.05E-06,19.09361887,4.123109659,6.927677292,5,243,40,71,48.6,12.12600511,1669046146,1669046183,37.10765195,4.05E-06,19.16580582,9.276912987,7.85237885,5,201,40,41,40.2,0.4,1669046146,1669046183,37.10784197,0.110624075,19.09361887,9.276960492,7.764892887
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52585,2406:da00:ff00::36ec:507a,443,6,19,7758,20,1440,408.3157895,519.4423176,1669046146,1669046147,0.620633841,9.54E-07,0.115934134,0.034479658,0.043713557,9,1044,20,296,116,112.9080255,1669046146,1669046147,0.620633841,0.003562927,0.137719154,0.07757923,0.044620089,10,6714,20,1440,671.4,595.8760274,1669046146,1669046147,0.443904161,9.54E-07,0.118690014,0.049322685,0.051153113
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.175.191.203,443,192.168.1.5,61462,6,10,426,40,52,42.6,4.715930449,1669046146,1669046202,55.716079,0.000154972,20.47703505,6.190675444,7.443145529,5,224,40,52,44.8,5.878775383,1669046146,1669046202,55.716079,9.841433048,20.47719002,13.92901975,4.216762387,5,202,40,41,40.4,0.489897949,1669046146,1669046202,55.64305091,9.913297892,20.47722507,13.91076273,4.210214592
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.1.5,52284,151.101.4.157,443,6,4,186,41,52,46.5,5.5,1669046148,1669046193,45.13097,0.048897982,45.00897813,15.04365667,21.18868431,2,82,41,41,41,0,1669046148,1669046193,45.08207202,45.08207202,45.08207202,45.08207202,0,2,104,52,52,52,0,1669046148,1669046193,45.05787611,45.05787611,45.05787611,45.05787611,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.1.5,52289,104.244.43.131,443,6,4,186,41,52,46.5,5.5,1669046148,1669046193,45.12077498,0.053850889,45.00305319,15.04025833,21.18689582,2,82,41,41,41,0,1669046148,1669046193,45.0669241,45.0669241,45.0669241,45.0669241,0,2,104,52,52,52,0,1669046148,1669046193,45.05690408,45.05690408,45.05690408,45.05690408,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.1.5,57959,239.255.255.250,1900,17,4,812,203,203,203,0,1669046148,1669046151,3.040256023,1.007424116,1.020149946,1.013418674,0.00522135,4,812,203,203,203,0,1669046148,1669046151,3.040256023,1.007424116,1.020149946,1.013418674,0.00522135,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.175.191.203,443,192.168.1.5,61458,6,10,426,40,52,42.6,4.715930449,1669046148,1669046202,53.90258789,0.00019598,22.52577019,5.989176432,7.644005632,5,224,40,52,44.8,5.878775383,1669046148,1669046202,53.90258789,8.822540045,22.52597117,13.47564697,5.588653196,5,202,40,41,40.4,0.489897949,1669046148,1669046202,53.828192,8.749452829,22.52596617,13.457048,5.620195363
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,54907,2800:3f0:4005:40b::200e,443,17,19,1152,33,272,60.63157895,53.84598947,1669046149,1669046195,45.96741581,2.86E-06,14.98002195,2.553745323,4.754573787,9,602,41,272,66.88888889,72.52041007,1669046149,1669046195,45.84906197,0.039611101,14.98002195,5.731132746,5.761833024,10,550,33,93,55,26.61954169,1669046149,1669046195,45.84819388,2.86E-06,15.1227262,5.094243765,5.767159782
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,61384,2607:f8b0:400c:c02::bc,5228,6,4,106,21,32,26.5,5.5,1669046149,1669046195,45.13327718,0.060599089,45.0112071,15.04442573,21.18971433,2,42,21,21,21,0,1669046149,1669046194,45.07267809,45.07267809,45.07267809,45.07267809,0,2,64,32,32,32,0,1669046149,1669046195,45.07180619,45.07180619,45.07180619,45.07180619,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.1.5,52330,104.192.142.12,443,6,7,356,40,79,50.85714286,14.22702229,1669046149,1669046179,29.49026895,2.86E-06,29.33700109,4.915044824,10.9218808,3,121,40,41,40.33333333,0.471404521,1669046149,1669046179,29.49026895,0.077321053,29.41294789,14.74513447,14.66781342,4,235,40,79,58.75,14.44602021,1669046150,1669046179,29.41651201,2.86E-06,29.33700109,9.805504004,13.81089217
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52588,2406:da00:ff00::22c0:3470,443,6,38,8539,20,1440,224.7105263,397.3173137,1669046150,1669046152,2.955647945,0,1.671279907,0.079882377,0.28197655,19,2080,20,543,109.4736842,154.9378036,1669046150,1669046152,2.954586029,2.31E-05,1.671279907,0.164143668,0.38770953,19,6459,20,1440,339.9473684,514.9342803,1669046150,1669046152,2.879659891,0,1.849253893,0.159981105,0.435629338
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.175.191.203,443,192.168.1.5,61457,6,10,426,40,52,42.6,4.715930449,1669046150,1669046202,51.75683808,9.61E-05,22.51585293,5.750759787,7.806136568,5,224,40,52,44.8,5.878775383,1669046150,1669046202,51.75683808,6.676702976,22.51594901,12.93920952,6.676284443,5,202,40,41,40.4,0.489897949,1669046150,1669046202,51.68390894,6.604888916,22.51594996,12.92097723,6.718129514
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.1.5,55926,162.159.130.235,443,6,20,1390,40,101,69.5,29.53387885,1669046151,1669046206,55.14446402,0.002835989,13.6178019,2.902340211,5.530981681,10,705,40,101,70.5,30.5,1669046151,1669046206,55.14446402,0.131933928,13.6178019,6.127162668,6.695454789,10,685,40,97,68.5,28.5,1669046151,1669046206,55.07383895,0.077013969,13.67218304,6.119315439,6.750828653
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.1.5,52904,54.90.223.72,443,6,29,1988,40,96,68.55172414,27.59258547,1669046151,1669046201,50.137573,3.10E-06,9.878633022,1.790627607,3.317907966,15,1092,40,96,72.8,26.79104328,1669046151,1669046201,50.137573,0.122541904,9.878633022,3.581255215,3.958851393,14,896,40,96,64,27.71281292,1669046151,1669046201,50.02143598,3.10E-06,10.00056815,3.847802767,4.092433973
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52589,2406:da00:ff00::36ec:507a,443,6,21,7797,20,1440,371.2857143,496.9716043,1669046151,1669046152,0.613609076,0,0.117293835,0.030680454,0.041466343,10,1064,20,296,106.4,110.918168,1669046151,1669046152,0.613609076,0.002291203,0.150578022,0.068178786,0.048843068,11,6733,20,1440,612.0909091,581.851661,1669046151,1669046152,0.433344841,0,0.11976099,0.043334484,0.048083573
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,64835,2800:3f0:4005:401::200a,443,17,19,1154,33,274,60.73684211,54.25945671,1669046152,1669046197,45.28468919,1.22E-05,14.97900009,2.515816066,4.676494935,9,604,41,274,67.11111111,73.14892639,1669046152,1669046197,45.28468919,0.039968014,14.97900009,5.660586149,5.688099163,10,550,33,93,55,26.61954169,1669046152,1669046197,45.13775301,1.22E-05,15.12362385,5.01530589,5.6672127
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.1.5,52926,54.232.34.114,443,6,31,3152,40,1124,101.6774194,188.6153941,1669046152,1669046203,50.95359707,1.91E-06,9.80696106,1.698453236,3.020558096,16,1132,40,96,70.75,27.12816802,1669046152,1669046203,50.95359707,0.183847904,9.80696106,3.396906471,3.557133191,15,2020,40,1124,134.6666667,265.762467,1669046152,1669046203,50.76550889,1.91E-06,10.00259304,3.626107778,3.729769754
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.1.6,5353,224.0.0.251,5353,17,3,267,89,89,89,0,1669046153,1669046193,40.01132393,20.00298905,20.00833488,20.00566196,0.002672911,3,267,89,89,89,0,1669046153,1669046193,40.01132393,20.00298905,20.00833488,20.00566196,0.002672911,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.175.191.203,443,192.168.1.5,61459,6,10,426,40,52,42.6,4.715930449,1669046154,1669046202,48.50658894,0.000135899,21.51337719,5.389620993,7.949123363,5,224,40,52,44.8,5.878775383,1669046154,1669046202,48.50658894,3.427541018,21.51351309,12.12664723,7.797330281,5,202,40,41,40.4,0.489897949,1669046154,1669046202,48.433496,3.354519129,21.51352215,12.108374,7.847199159
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.1.5,52281,66.110.49.116,443,6,2,81,40,41,40.5,0.5,1669046154,1669046154,0.103929996,0.103929996,0.103929996,0.103929996,0,1,41,41,41,41,0,1669046154,1669046154,0,0,0,0,0,1,40,40,40,40,0,1669046154,1669046154,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.175.191.204,443,192.168.1.5,61460,6,10,426,40,52,42.6,4.715930449,1669046154,1669046204,49.70151091,0.000145912,20.98587298,5.522390101,7.489242304,5,224,40,52,44.8,5.878775383,1669046154,1669046204,49.70151091,4.616182089,20.98622298,12.42537773,6.394311233,5,202,40,41,40.4,0.489897949,1669046154,1669046204,49.62935185,4.545095921,20.9860189,12.40733796,6.437425281
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52592,2406:da00:ff00::22c0:3470,443,6,31,6346,20,1440,204.7096774,351.1905276,1669046155,1669046157,2.250135899,0,1.633756876,0.07500453,0.291777951,16,1996,20,543,124.75,164.3314106,1669046155,1669046157,2.250135899,1.69E-05,1.633756876,0.15000906,0.399899614,15,4350,20,1440,290,460.426469,1669046155,1669046157,2.168556929,0,1.819987059,0.154896923,0.463168175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,65228,2800:5f0:1000:10::2,53,17,2,224,48,176,112,64,1669046156,1669046156,0.01670289,0.01670289,0.01670289,0.01670289,0,1,48,48,48,48,0,1669046156,1669046156,0,0,0,0,0,1,176,176,176,176,0,1669046156,1669046156,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,62976,2800:5f0:1000:10::2,53,17,2,183,48,135,91.5,43.5,1669046156,1669046156,0.017516136,0.017516136,0.017516136,0.017516136,0,1,48,48,48,48,0,1669046156,1669046156,0,0,0,0,0,1,135,135,135,135,0,1669046156,1669046156,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.1.5,52593,3.214.164.250,443,6,40,21852,40,1500,546.3,593.0176304,1669046156,1669046205,48.91851592,0,32.96203804,1.254320921,5.603866402,21,13557,40,1500,645.5714286,627.2655374,1669046156,1669046205,48.91851592,5.01E-06,32.96203804,2.445925796,7.637474274,19,8295,40,1492,436.5789474,531.5521775,1669046156,1669046205,48.79439187,0,33.10342193,2.710799548,8.051109483
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52594,2406:da00:ff00::36ec:507a,443,6,19,7760,20,1440,408.4210526,511.5850823,1669046156,1669046157,0.615098,9.54E-07,0.117016077,0.034172111,0.042743964,9,1044,20,296,116,112.9080255,1669046156,1669046157,0.615098,0.003839016,0.151520967,0.07688725,0.046648121,10,6716,20,1440,671.6,582.7272432,1669046156,1669046157,0.441335917,9.54E-07,0.119503021,0.049037324,0.049269825
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.1.5,52333,35.244.189.186,443,6,8,428,40,69,53.5,13.57387196,1669046156,1669046182,25.24476099,0.014899969,24.95053411,3.606394427,8.713744966,4,218,40,69,54.5,14.5,1669046156,1669046182,25.24476099,0.140662909,24.95053411,8.41492033,11.69244582,4,210,40,65,52.5,12.5,1669046156,1669046182,25.17935395,0.074761868,25.01710296,8.393117984,11.75493365
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.175.191.205,443,192.168.1.5,61455,6,10,426,40,52,42.6,4.715930449,1669046157,1669046204,47.78971314,9.99E-05,22.52950215,5.309968127,8.569037563,5,224,40,52,44.8,5.878775383,1669046157,1669046204,47.78971314,2.703666925,22.52960205,11.94742829,9.279547801,5,202,40,41,40.4,0.489897949,1669046157,1669046204,47.71577501,2.629696846,22.52965212,11.92894375,9.332106046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
