src_ip,src_port,dst_ip,dst_port,proto,pktTotalCount,octetTotalCount,min_ps,max_ps,avg_ps,std_dev_ps,flowStart,flowEnd,flowDuration,min_piat,max_piat,avg_piat,std_dev_piat
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,51035,2800:5f0:1000:10::2,53,17,2,116,58,58,58.0,0.0,1669046179.270017,1669046179.270029,1.2159347534179688e-05,1.2159347534179688e-05,1.2159347534179688e-05,1.2159347534179688e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,51035,17,1,142,142,142,142,0.0,1669046179.276789,1669046179.276789,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,55247,17,1,186,186,186,186,0.0,1669046179.276789,1669046179.276789,0,0,0,0,0
192.168.1.5,52615,34.204.156.177,443,6,26,4760,40,549,183.07692307692307,183.14200523866782,1669046179.277603,1669046195.039099,15.76149606704712,7.867813110351562e-06,15.080934047698975,0.6304598426818848,2.9500285994559623
34.204.156.177,443,192.168.1.5,52615,6,12,7864,40,1492,655.3333333333334,616.0326470425266,1669046179.352102,1669046194.985419,15.633316993713379,0.0,15.215750932693481,1.4212106357921253,4.362395752837256
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,56855,2800:5f0:1000:10::2,53,17,2,86,43,43,43.0,0.0,1669046179.802408,1669046179.802423,1.5020370483398438e-05,1.5020370483398438e-05,1.5020370483398438e-05,1.5020370483398438e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,62532,2800:5f0:1000:10::2,53,17,2,86,43,43,43.0,0.0,1669046179.802543,1669046179.802559,1.5974044799804688e-05,1.5974044799804688e-05,1.5974044799804688e-05,1.5974044799804688e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,56855,17,1,91,91,91,91,0.0,1669046179.818478,1669046179.818478,0,0,0,0,0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,62532,2800:5f0:800:10::2,53,17,2,86,43,43,43.0,0.0,1669046179.829429,1669046179.829452,2.3126602172851562e-05,2.3126602172851562e-05,2.3126602172851562e-05,2.3126602172851562e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,62532,17,1,121,121,121,121,0.0,1669046179.8668,1669046179.8668,0,0,0,0,0
192.168.1.5,52616,104.192.142.13,443,6,48,31512,40,1500,656.5,664.8789363485656,1669046179.867828,1669046180.850515,0.9826869964599609,0.0,0.3134119510650635,0.020908233967233212,0.0554911189603722
104.192.142.13,443,192.168.1.5,52616,6,17,6071,40,1492,357.11764705882354,529.268183144029,1669046179.947024,1669046180.966974,1.0199499130249023,0.0,0.312716007232666,0.0637468695640564,0.0824795959789503
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52619,2406:da00:ff00::22c0:3470,443,6,32,4010,20,543,125.3125,164.4390915924495,1669046181.955055,1669046184.42837,2.4733150005340576,4.0531158447265625e-06,1.7880938053131104,0.07978435485593734,0.31507292833061296
2406:da00:ff00::22c0:3470,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52619,6,15,4331,20,1440,288.73333333333335,461.42842950511357,1669046182.037946,1669046184.42593,2.387984037399292,0.0,1.980252981185913,0.1705702883856637,0.5032377283747779
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52620,2406:da00:ff00::36ec:507a,443,6,18,2088,20,296,116.0,112.90802549961727,1669046183.543583,1669046184.243321,0.6997380256652832,9.059906005859375e-06,0.14367890357971191,0.04116106033325195,0.055133295468703825
2406:da00:ff00::36ec:507a,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52620,6,10,6716,20,1440,671.6,582.6862277418268,1669046183.64645,1669046184.13602,0.48956990242004395,0.0,0.1271829605102539,0.05439665582444933,0.05215791591207918
20.42.65.90,443,192.168.1.5,52466,6,1,40,40,40,40,0.0,1669046183.775822,1669046183.775822,0,0,0,0,0
192.168.1.5,57940,66.22.223.115,50024,17,11,996,88,102,90.54545454545455,5.39972451087909,1669046184.988985,1669046207.996582,23.007596969604492,1.5020370483398438e-05,6.9095258712768555,2.300759696960449,2.71292094598868
66.22.223.115,50024,192.168.1.5,57940,17,24,1942,80,102,80.91666666666667,4.396178896369993,1669046185.074995,1669046209.043254,23.96825885772705,0.9822900295257568,1.9626519680023193,1.042098211205524,0.1963646156699568
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,50081,2800:5f0:1000:10::2,53,17,2,84,42,42,42.0,0.0,1669046185.93336,1669046185.933378,1.7881393432617188e-05,1.7881393432617188e-05,1.7881393432617188e-05,1.7881393432617188e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,57307,2800:5f0:1000:10::2,53,17,2,146,73,73,73.0,0.0,1669046185.933794,1669046185.933815,2.09808349609375e-05,2.09808349609375e-05,2.09808349609375e-05,2.09808349609375e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,58614,2800:5f0:1000:10::2,53,17,2,84,42,42,42.0,0.0,1669046185.933814,1669046185.93382,5.9604644775390625e-06,5.9604644775390625e-06,5.9604644775390625e-06,5.9604644775390625e-06,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,49936,2800:5f0:1000:10::2,53,17,2,146,73,73,73.0,0.0,1669046185.934093,1669046185.93411,1.6927719116210938e-05,1.6927719116210938e-05,1.6927719116210938e-05,1.6927719116210938e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,59019,2800:5f0:1000:10::2,53,17,2,152,76,76,76.0,0.0,1669046185.934093,1669046185.93411,1.6927719116210938e-05,1.6927719116210938e-05,1.6927719116210938e-05,1.6927719116210938e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,63372,2800:5f0:1000:10::2,53,17,2,152,76,76,76.0,0.0,1669046185.934646,1669046185.934673,2.7179718017578125e-05,2.7179718017578125e-05,2.7179718017578125e-05,2.7179718017578125e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,50081,17,1,106,106,106,106,0.0,1669046185.938534,1669046185.938534,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,58614,17,1,123,123,123,123,0.0,1669046185.938534,1669046185.938534,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,57307,17,1,121,121,121,121,0.0,1669046185.938534,1669046185.938534,0,0,0,0,0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,49753,2800:5f0:1000:10::2,53,17,2,100,50,50,50.0,0.0,1669046185.940806,1669046185.940823,1.71661376953125e-05,1.71661376953125e-05,1.71661376953125e-05,1.71661376953125e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,62758,2800:5f0:1000:10::2,53,17,2,100,50,50,50.0,0.0,1669046185.941119,1669046185.94113,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,49936,17,1,155,155,155,155,0.0,1669046185.950357,1669046185.950357,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,59019,17,1,124,124,124,124,0.0,1669046185.950357,1669046185.950357,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,63372,17,1,158,158,158,158,0.0,1669046185.950357,1669046185.950357,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,62758,17,1,128,128,128,128,0.0,1669046185.950357,1669046185.950357,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,49753,17,1,114,114,114,114,0.0,1669046185.950357,1669046185.950357,0,0,0,0,0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,64594,2800:5f0:1000:10::2,53,17,2,132,66,66,66.0,0.0,1669046185.953201,1669046185.953222,2.09808349609375e-05,2.09808349609375e-05,2.09808349609375e-05,2.09808349609375e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,54505,2800:5f0:1000:10::2,53,17,2,68,34,34,34.0,0.0,1669046185.953201,1669046185.953222,2.09808349609375e-05,2.09808349609375e-05,2.09808349609375e-05,2.09808349609375e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,63916,2800:5f0:1000:10::2,53,17,2,90,45,45,45.0,0.0,1669046185.953201,1669046185.953222,2.09808349609375e-05,2.09808349609375e-05,2.09808349609375e-05,2.09808349609375e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,59961,2800:5f0:1000:10::2,53,17,2,90,45,45,45.0,0.0,1669046185.953646,1669046185.953672,2.5987625122070312e-05,2.5987625122070312e-05,2.5987625122070312e-05,2.5987625122070312e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,61159,2800:5f0:1000:10::2,53,17,2,132,66,66,66.0,0.0,1669046185.953666,1669046185.953684,1.811981201171875e-05,1.811981201171875e-05,1.811981201171875e-05,1.811981201171875e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,62792,2800:5f0:1000:10::2,53,17,2,68,34,34,34.0,0.0,1669046185.953679,1669046185.95369,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,54505,17,1,82,82,82,82,0.0,1669046185.962374,1669046185.962374,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,64594,17,1,114,114,114,114,0.0,1669046185.962374,1669046185.962374,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,61159,17,1,148,148,148,148,0.0,1669046185.962374,1669046185.962374,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,63916,17,1,186,186,186,186,0.0,1669046185.962374,1669046185.962374,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,62792,17,1,93,93,93,93,0.0,1669046185.962374,1669046185.962374,0,0,0,0,0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,59231,2800:5f0:1000:10::2,53,17,2,100,50,50,50.0,0.0,1669046185.964498,1669046185.964514,1.5974044799804688e-05,1.5974044799804688e-05,1.5974044799804688e-05,1.5974044799804688e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52925,2800:5f0:1000:10::2,53,17,2,168,84,84,84.0,0.0,1669046185.964509,1669046185.96452,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,61541,2800:5f0:1000:10::2,53,17,2,100,50,50,50.0,0.0,1669046185.964674,1669046185.964679,5.0067901611328125e-06,5.0067901611328125e-06,5.0067901611328125e-06,5.0067901611328125e-06,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,55853,2800:5f0:1000:10::2,53,17,2,168,84,84,84.0,0.0,1669046185.964684,1669046185.964694,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,59231,17,1,98,98,98,98,0.0,1669046185.96745,1669046185.96745,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52925,17,1,192,192,192,192,0.0,1669046185.96745,1669046185.96745,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,55853,17,1,226,226,226,226,0.0,1669046185.973518,1669046185.973518,0,0,0,0,0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,59249,2800:5f0:1000:10::2,53,17,2,122,61,61,61.0,0.0,1669046185.975601,1669046185.975619,1.811981201171875e-05,1.811981201171875e-05,1.811981201171875e-05,1.811981201171875e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,53026,2800:5f0:1000:10::2,53,17,2,122,61,61,61.0,0.0,1669046185.975959,1669046185.975974,1.5020370483398438e-05,1.5020370483398438e-05,1.5020370483398438e-05,1.5020370483398438e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,59249,17,1,109,109,109,109,0.0,1669046185.980441,1669046185.980441,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,53026,17,1,143,143,143,143,0.0,1669046185.980441,1669046185.980441,0,0,0,0,0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,59961,2800:5f0:800:10::2,53,17,2,90,45,45,45.0,0.0,1669046185.982428,1669046185.982449,2.09808349609375e-05,2.09808349609375e-05,2.09808349609375e-05,2.09808349609375e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,64596,2800:5f0:1000:10::2,53,17,2,90,45,45,45.0,0.0,1669046185.983965,1669046185.983986,2.09808349609375e-05,2.09808349609375e-05,2.09808349609375e-05,2.09808349609375e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,54209,2800:5f0:1000:10::2,53,17,2,90,45,45,45.0,0.0,1669046185.984851,1669046185.984873,2.2172927856445312e-05,2.2172927856445312e-05,2.2172927856445312e-05,2.2172927856445312e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,61541,2800:5f0:800:10::2,53,17,2,100,50,50,50.0,0.0,1669046185.998162,1669046185.998175,1.2874603271484375e-05,1.2874603271484375e-05,1.2874603271484375e-05,1.2874603271484375e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,59961,17,1,346,346,346,346,0.0,1669046186.00379,1669046186.00379,0,0,0,0,0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,53655,2800:5f0:1000:10::2,53,17,2,108,54,54,54.0,0.0,1669046186.006671,1669046186.006699,2.8133392333984375e-05,2.8133392333984375e-05,2.8133392333984375e-05,2.8133392333984375e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,59602,2800:5f0:1000:10::2,53,17,2,108,54,54,54.0,0.0,1669046186.006845,1669046186.006861,1.5974044799804688e-05,1.5974044799804688e-05,1.5974044799804688e-05,1.5974044799804688e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,54209,2800:5f0:800:10::2,53,17,2,90,45,45,45.0,0.0,1669046186.013296,1669046186.013322,2.6226043701171875e-05,2.6226043701171875e-05,2.6226043701171875e-05,2.6226043701171875e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,64596,2800:5f0:800:10::2,53,17,2,90,45,45,45.0,0.0,1669046186.013353,1669046186.013361,7.867813110351562e-06,7.867813110351562e-06,7.867813110351562e-06,7.867813110351562e-06,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,59602,17,1,138,138,138,138,0.0,1669046186.016068,1669046186.016068,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,53655,17,1,102,102,102,102,0.0,1669046186.016068,1669046186.016068,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,61541,17,1,128,128,128,128,0.0,1669046186.016068,1669046186.016068,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,54209,17,1,312,312,312,312,0.0,1669046186.045544,1669046186.045544,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,64596,17,1,152,152,152,152,0.0,1669046186.045544,1669046186.045544,0,0,0,0,0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,50764,2800:5f0:1000:10::2,53,17,2,78,39,39,39.0,0.0,1669046186.142946,1669046186.142962,1.5974044799804688e-05,1.5974044799804688e-05,1.5974044799804688e-05,1.5974044799804688e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,54336,2800:5f0:1000:10::2,53,17,2,78,39,39,39.0,0.0,1669046186.14316,1669046186.143169,8.821487426757812e-06,8.821487426757812e-06,8.821487426757812e-06,8.821487426757812e-06,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,50764,17,1,71,71,71,71,0.0,1669046186.148275,1669046186.148275,0,0,0,0,0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,54336,2800:5f0:800:10::2,53,17,2,78,39,39,39.0,0.0,1669046186.171256,1669046186.17128,2.384185791015625e-05,2.384185791015625e-05,2.384185791015625e-05,2.384185791015625e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,54336,17,1,121,121,121,121,0.0,1669046186.213255,1669046186.213255,0,0,0,0,0
192.168.1.5,52621,54.175.191.203,443,6,16,5040,40,826,315.0,330.186689616647,1669046186.214254,1669046186.579847,0.36559319496154785,5.9604644775390625e-06,0.1187281608581543,0.02437287966410319,0.03928280419398225
54.175.191.203,443,192.168.1.5,52621,6,14,6327,40,1492,451.92857142857144,568.3901406963498,1669046186.290553,1669046186.698452,0.4078989028930664,0.0,0.155472993850708,0.03137683868408203,0.05017142817875784
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52624,2406:da00:ff00::22c0:3470,443,6,38,4262,20,543,112.15789473684211,155.84785534815842,1669046186.566345,1669046189.507631,2.941286087036133,1.9073486328125e-06,1.691127061843872,0.07949421856854413,0.2827747112881738
2406:da00:ff00::22c0:3470,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52624,6,18,5359,20,1440,297.72222222222223,488.0002055504526,1669046186.644307,1669046189.507444,2.8631370067596436,0.0,1.8596069812774658,0.16841982392703786,0.44796850878928207
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52625,2406:da00:ff00::36ec:507a,443,6,18,2088,20,296,116.0,112.90802549961727,1669046188.103322,1669046188.722206,0.6188840866088867,9.059906005859375e-06,0.1392221450805664,0.03640494627111098,0.04937910750718841
2406:da00:ff00::36ec:507a,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52625,6,10,6687,20,1440,668.7,594.871423082333,1669046188.186637,1669046188.624688,0.4380509853363037,0.0,0.12065696716308594,0.04867233170403375,0.05119541230295048
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,49476,2800:5f0:1000:10::2,53,17,2,102,51,51,51.0,0.0,1669046188.808791,1669046188.808814,2.3126602172851562e-05,2.3126602172851562e-05,2.3126602172851562e-05,2.3126602172851562e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,64259,2800:5f0:1000:10::2,53,17,2,102,51,51,51.0,0.0,1669046188.809155,1669046188.809172,1.6927719116210938e-05,1.6927719116210938e-05,1.6927719116210938e-05,1.6927719116210938e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,64259,2800:5f0:800:10::2,53,17,2,102,51,51,51.0,0.0,1669046188.844251,1669046188.844271,2.002716064453125e-05,2.002716064453125e-05,2.002716064453125e-05,2.002716064453125e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,49476,2800:5f0:800:10::2,53,17,2,102,51,51,51.0,0.0,1669046188.844278,1669046188.844292,1.3828277587890625e-05,1.3828277587890625e-05,1.3828277587890625e-05,1.3828277587890625e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,64259,17,1,79,79,79,79,0.0,1669046188.881851,1669046188.881851,0,0,0,0,0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,49476,17,1,67,67,67,67,0.0,1669046188.899893,1669046188.899893,0,0,0,0,0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,51343,2800:3f0:4005:405::200e,443,17,32,12334,41,1238,385.4375,500.80297632277507,1669046188.901298,1669046189.61806,0.7167620658874512,2.86102294921875e-06,0.34024596214294434,0.023121356964111328,0.06677084173928885
2800:3f0:4005:405::200e,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,51343,17,15,9953,33,1238,663.5333333333333,538.9312716437557,1669046188.995071,1669046189.730252,0.7351810932159424,0.0,0.3653409481048584,0.05251293522971017,0.09682949112233111
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,61402,2800:5f0:1000:10::2,53,17,2,78,39,39,39.0,0.0,1669046191.584907,1669046191.584925,1.7881393432617188e-05,1.7881393432617188e-05,1.7881393432617188e-05,1.7881393432617188e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,61402,2800:5f0:800:10::2,53,17,2,78,39,39,39.0,0.0,1669046191.621505,1669046191.621529,2.4080276489257812e-05,2.4080276489257812e-05,2.4080276489257812e-05,2.4080276489257812e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,61402,17,1,207,207,207,207,0.0,1669046191.639167,1669046191.639167,0,0,0,0,0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52628,2406:da00:ff00::22c0:3470,443,6,38,4172,20,543,109.78947368421052,155.0322815101723,1669046191.641984,1669046194.552464,2.91048002243042,1.9073486328125e-06,1.6160049438476562,0.07866162222784918,0.275423498135483
2406:da00:ff00::22c0:3470,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52628,6,20,7990,20,1440,399.5,560.707722436565,1669046191.715581,1669046194.552304,2.8367230892181396,0.0,1.798577070236206,0.14930121522200734,0.41643893128612625
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52629,2406:da00:ff00::36ec:507a,443,6,20,2128,20,296,106.4,110.91816803391588,1669046193.09418,1669046193.721787,0.6276068687438965,5.9604644775390625e-06,0.17179608345031738,0.03303194046020508,0.05039108289188497
2406:da00:ff00::36ec:507a,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52629,6,11,6735,20,1440,612.2727272727273,582.0334402934549,1669046193.171412,1669046193.625034,0.45362210273742676,0.0,0.12157201766967773,0.045362210273742674,0.048459514180269246
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,54158,2800:5f0:1000:10::2,53,17,2,98,49,49,49.0,0.0,1669046194.364655,1669046194.36467,1.5020370483398438e-05,1.5020370483398438e-05,1.5020370483398438e-05,1.5020370483398438e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,54158,17,1,65,65,65,65,0.0,1669046194.374885,1669046194.374885,0,0,0,0,0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,64594,2800:3f0:4005:40b::200e,443,17,16,4166,41,1238,260.375,398.28003260896725,1669046194.376295,1669046194.640056,0.2637608051300049,5.0067901611328125e-06,0.1602020263671875,0.01758405367533366,0.04111332343312706
2800:3f0:4005:40b::200e,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,64594,17,10,4030,33,1238,403.0,468.338339237778,1669046194.492128,1669046194.736562,0.24443411827087402,0.0,0.09694695472717285,0.02715934647454156,0.03351184717137382
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52632,2406:da00:ff00::22c0:3470,443,6,38,4256,20,543,112.0,155.7876422367455,1669046196.699241,1669046199.708504,3.009263038635254,3.814697265625e-06,1.7058279514312744,0.08133143347662848,0.28680836551812944
2406:da00:ff00::22c0:3470,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52632,6,19,5170,20,1440,272.10526315789474,459.0188500586237,1669046196.782755,1669046199.721397,2.9386420249938965,0.0,1.8783910274505615,0.1632578902774387,0.4425464454590018
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,61186,2800:5f0:1000:10::2,53,17,2,86,43,43,43.0,0.0,1669046198.169807,1669046198.169822,1.5020370483398438e-05,1.5020370483398438e-05,1.5020370483398438e-05,1.5020370483398438e-05,0.0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,61186,2800:5f0:800:10::2,53,17,2,86,43,43,43.0,0.0,1669046198.196878,1669046198.196911,3.314018249511719e-05,3.314018249511719e-05,3.314018249511719e-05,3.314018249511719e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,61186,17,1,127,127,127,127,0.0,1669046198.223657,1669046198.223657,0,0,0,0,0
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52633,2406:da00:ff00::1714:aa06,443,6,18,2088,20,296,116.0,112.90802549961727,1669046198.232209,1669046198.885326,0.6531169414520264,5.9604644775390625e-06,0.16849684715270996,0.03841864361482508,0.053476329495559076
2406:da00:ff00::1714:aa06,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52633,6,10,6713,20,1440,671.3,595.7130265488577,1669046198.307027,1669046198.783326,0.47629880905151367,0.0,0.11867308616638184,0.05292208989461263,0.051125236345309605
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52636,2406:da00:ff00::22c0:3470,443,6,36,3906,20,543,108.5,159.12058669798546,1669046201.786062,1669046202.952144,1.1660819053649902,3.814697265625e-06,0.5680680274963379,0.03331662586757115,0.09829288307748003
2406:da00:ff00::22c0:3470,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52636,6,17,5789,20,1440,340.52941176470586,518.296430926761,1669046201.882197,1669046202.951997,1.0698001384735107,0.0,0.6441869735717773,0.06686250865459442,0.1534168615828997
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52639,2406:da00:ff00::22c0:3470,443,6,42,4113,20,543,97.92857142857143,150.5033448223696,1669046205.056073,1669046208.311475,3.255402088165283,1.9073486328125e-06,1.6220200061798096,0.07940005093086057,0.26869428654812777
2406:da00:ff00::22c0:3470,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52639,6,109,134155,20,1440,1230.7798165137615,487.3820978630601,1669046205.128905,1669046208.313898,3.184993028640747,0.0,1.8010258674621582,0.029490676191118028,0.1878699002917
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,58540,2800:5f0:1000:10::2,53,17,2,112,56,56,56.0,0.0,1669046205.18196,1669046205.181978,1.7881393432617188e-05,1.7881393432617188e-05,1.7881393432617188e-05,1.7881393432617188e-05,0.0
2800:5f0:1000:10::2,53,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,58540,17,1,133,133,133,133,0.0,1669046205.184957,1669046205.184957,0,0,0,0,0
192.168.1.5,52640,151.101.1.195,443,6,16,3434,40,828,214.625,285.2248838635928,1669046205.186712,1669046205.560109,0.3733968734741211,5.9604644775390625e-06,0.15932607650756836,0.02489312489827474,0.04163621241654758
151.101.1.195,443,192.168.1.5,52640,6,13,8539,40,1492,656.8461538461538,672.6411600381846,1669046205.235839,1669046205.562688,0.32684922218322754,0.0,0.09873294830322266,0.027237435181935627,0.03348046720715968
2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52641,2406:da00:ff00::1714:aa06,443,6,10,1076,20,296,107.6,110.03835694883853,1669046206.484019,1669046207.108984,0.6249649524688721,1.5974044799804688e-05,0.16292595863342285,0.06944055027431911,0.05226503133416053
2406:da00:ff00::1714:aa06,443,2800:5f0:814:1787:f03b:d7a3:ca44:cb0f,52641,6,10,6714,20,1440,671.4,595.8760273748223,1669046206.558161,1669046207.00896,0.45079898834228516,0.0,0.12402796745300293,0.05008877648247613,0.04974191511000261
